"ATM_Usage","ATM_Money","Day","Month","Season","Day_Of_Week","Is_Holiday","Date_Importance","HSupervisor","No_Service"
"61","197450000","7","3","1","6","0","0.5","0","N"
"288","430910680","9","10","4","4","0","0.5","0","N"
"388","549868191","15","12","4","7","1","2.0","0","N"
"75","182680000","19","4","2","7","1","0.5","0","N"
"182","570206005","18","12","4","4","0","2.0","0","N"
"592","988513138","29","10","4","3","0","3.0","0.06","N"
"10","6300000","4","1","1","5","1","5.0","0.3","N"
"657","2335256685","29","5","2","6","0","3.0","0.2","N"
"434","1241720542","16","7","3","6","0","2.0","0.22","N"
"246","599910344","3","10","4","6","0","2.0","0","N"
"727","1199414304","1","10","4","4","0","3.0","0.25","N"
"290","253235666","29","2","1","4","0","3.0","0.27","N"
"331","780762123","6","10","4","2","0","0.5","0.22","N"
"256","792220833","18","4","2","6","0","3.0","0.37","N"
"328","731255080","30","7","3","6","0","3.0","0.03","N"
"69","71969000","18","3","1","3","0","0.0","0","N"
"431","1225469973","7","2","1","3","0","0.1","0.24","N"
"68","92480000","8","12","4","7","1","0.0","0","N"
"584","566562400","8","3","1","7","1","1.5","0","N"
"806","771121262","6","6","2","7","1","0.1","0","N"
"352","695639000","17","5","2","1","0","2.0","0","N"
"437","683782210","24","5","2","1","0","1.5","0.21","N"
"224","375207896","30","11","4","7","1","3.0","0","N"
"398","1404672500","20","10","4","1","0","0.5","0","N"
"794","2321869301","22","9","3","2","0","1.0","0","N"
"593","890196745","6","10","4","2","0","0.5","0.06","N"
"789","1004633426","27","8","3","5","0","1.5","0.06","N"
"555","644594171","16","2","1","5","0","0.1","0.15","N"
"322","1163952858","3","2","1","6","0","1.0","0.1","N"
"361","408652000","14","11","4","4","0","0.1","0.31","N"
"620","576893623","4","10","4","6","0","3.0","0.02","N"
"576","950856073","12","5","2","3","0","0.0","0","N"
"167","462146000","18","7","3","1","0","0.1","0.22","N"
"474","1324730418","20","10","4","1","0","0.5","0.03","N"
"315","402669677","30","5","2","7","1","3.0","0","N"
"550","841093142","15","8","3","7","1","1.0","0","N"
"302","981267553","13","10","4","2","0","0.0","0.1","N"
"592","1039579495","11","6","2","5","0","1.0","0.29","N"
"695","970114685","24","12","4","2","0","0.1","0.07","N"
"418","966544295","7","11","4","5","0","0.0","0.03","N"
"559","926100768","18","8","3","3","0","2.0","0","N"
"672","867723000","11","2","1","7","1","2.5","0","N"
"316","457462209","15","1","1","1","0","0.1","0.02","N"
"407","731870000","22","8","3","7","1","0.5","0","N"
"119","120973966","19","12","4","4","0","0.0","0","N"
"349","635831623","21","9","3","1","1","3.0","0","N"
"616","1555212685","18","12","4","4","0","2.0","0.22","N"
"368","599240379","30","1","1","2","0","3.0","0.27","N"
"524","419111983","9","5","2","7","1","0.1","0","N"
"443","1063291550","4","7","3","1","0","0.1","0.33","N"
"397","836176720","14","10","4","3","0","0.1","0.02","N"
"13","22373000","4","1","1","4","1","5.0","0","N"
"446","1032187507","9","3","1","1","0","3.0","0.02","N"
"322","431300000","25","10","4","7","1","0.0","0","N"
"0","0","11","9","3","5","1","4.0","0","N"
"445","628710000","5","4","2","7","1","2.0","0","N"
"312","224156797","12","1","1","5","1","2.5","0","N"
"189","145191000","4","6","2","5","0","3.0","0","N"
"523","871512645","23","6","2","3","0","3.0","0.17","N"
"487","603763081","31","1","1","3","0","3.0","0.01","N"
"41","81531000","25","10","4","7","1","0.0","0","N"
"257","459039000","13","10","4","2","0","0.0","0","N"
"651","1360723874","26","7","3","2","0","2.0","0.04","N"
"600","956562955","4","11","4","2","0","0.1","0.15","N"
"449","763524767","20","12","4","5","0","0.0","0.09","N"
"660","973964803","31","6","2","4","0","3.0","0.16","N"
"208","342032264","16","10","4","4","0","0.1","0.03","N"
"591","833389638","13","5","2","4","0","0.1","0","N"
"352","935530046","12","11","4","3","0","3.0","0","N"
"885","1793774126","4","12","4","3","0","1.5","0","N"
"186","480747209","10","11","4","1","0","1.0","0","N"
"249","533830000","12","1","1","6","1","2.5","0","N"
"19","35174462","15","4","2","3","0","2.0","0","N"
"401","622102001","21","9","3","1","1","3.0","0","N"
"520","635402939","24","4","2","5","0","1.5","0.15","N"
"148","554340000","20","7","3","3","0","1.0","0","N"
"58","76156000","25","12","4","3","0","1.0","0","N"
"369","500863326","14","4","2","2","0","3.0","0","N"
"50","119043000","6","12","4","5","0","0.5","0","N"
"1075","1777903098","27","7","3","3","0","0.5","0.15","N"
"579","906362120","9","1","1","2","0","0.1","0.33","N"
"1027","1368695083","10","8","3","2","0","1.0","0.06","N"
"154","220946550","11","11","4","1","0","2.0","0.38","N"
"642","1076769309","3","11","4","1","0","0.1","0.32","N"
"1486","2008606179","25","2","1","7","1","2.5","0","N"
"351","562551481","6","3","1","5","0","1.0","0.2","N"
"526","1443453387","23","9","3","3","0","0.0","0.01","N"
"504","378942070","22","10","4","3","0","0.1","0","N"
"278","470568000","21","9","3","1","1","3.0","0.1","N"
"421","560691839","16","11","4","6","0","0.0","0.16","N"
"29","15882000","22","8","3","7","1","0.5","0","N"
"767","1811831326","9","6","2","3","0","0.0","0.3","N"
"347","451633613","10","4","2","5","0","2.0","0.01","N"
"605","1349312504","15","10","4","3","0","1.0","0","N"
"1080","1509025912","27","3","1","5","0","2.0","0.14","N"
"428","713654865","29","9","3","2","0","3.0","0","N"
"436","560876026","26","7","3","2","0","2.0","0.02","N"
"485","1028442995","6","10","4","2","0","0.5","0.08","N"
"424","1142208600","10","2","1","6","0","1.5","0.25","N"
"178","253248000","10","1","1","4","0","1.0","0","N"
"800","1638527368","27","10","4","2","0","0.5","0.11","N"
"10","60347000","21","8","3","6","0","0.0","0","N"
"870","1835446625","21","11","4","4","0","2.5","0.2","N"
"389","455712456","14","1","1","7","1","1.5","0","N"
"245","384998638","12","5","2","3","0","0.0","0.11","N"
"130","149709000","13","9","3","7","1","2.0","0","N"
"145","459281000","4","9","3","5","0","0.5","0","N"
"623","1170543417","9","3","1","1","0","3.0","0.25","N"
"803","1183219788","6","10","4","1","0","0.0","0.04","N"
"885","1436993403","26","3","1","4","0","0.5","0.26","N"
"524","1110794551","13","11","4","4","0","0.5","0.28","N"
"794","1361189130","4","12","4","3","0","1.5","0.18","N"
"411","961177910","17","1","1","3","0","1.0","0","N"
"143","130946250","12","10","4","1","0","0.5","0.07","N"
"882","1581590836","17","7","3","7","1","2.0","0","N"
"606","1467690201","15","11","4","5","0","1.0","0.04","N"
"310","311085000","5","1","1","5","0","1.5","0.03","N"
"1089","1601438783","2","6","2","3","0","1.0","0.07","N"
"327","2338087162","20","12","4","6","0","0.1","0.11","N"
"478","841569624","4","11","4","1","0","0.1","0.06","N"
"577","1167823491","30","10","4","5","0","3.0","0.13","N"
"653","1595066594","26","8","3","4","0","0.5","0.01","N"
"525","1173518719","8","1","1","1","0","0.0","0.11","N"
"551","575775483","5","4","2","7","1","2.0","0","N"
"359","568703000","14","11","4","4","0","0.1","0.25","N"
"476","637353464","8","10","4","4","1","3.0","0","N"
"406","952766120","23","11","4","7","1","1.5","0","N"
"148","624851000","17","12","4","2","0","2.0","0","N"
"343","574927148","4","9","3","5","0","0.5","0.01","N"
"498","739927461","6","1","1","7","1","1.0","0","N"
"26","20550000","5","1","1","6","0","1.5","0.11","N"
"226","354714000","13","9","3","7","1","2.0","0","N"
"498","1069191208","5","9","3","6","0","2.0","0.36","N"
"287","713662050","17","6","2","4","0","1.0","0.25","N"
"356","580315718","4","2","1","7","1","0.0","0","N"
"305","472336260","22","6","2","2","0","1.5","0.12","N"
"576","1198278844","8","6","2","2","0","1.0","0.12","N"
"107","39106000","19","10","4","7","1","3.0","0","N"
"382","1043625080","21","3","1","6","0","0.0","0.23","N"
"603","1353119031","16","8","3","1","0","0.1","0.01","N"
"0","0","2","1","1","3","1","5.0","0","N"
"403","1385170254","14","5","2","5","0","1.0","0.3","N"
"85","126008000","6","5","2","4","0","1.0","0.01","N"
"660","1630359410","10","11","4","7","1","1.0","0","N"
"894","845628001","26","9","3","6","0","2.0","0.06","N"
"361","685445000","16","12","4","1","0","0.5","0.36","N"
"482","768978285","19","4","2","7","1","0.5","0","N"
"384","853904012","12","10","4","1","0","0.5","0.2","N"
"598","1464261367","21","3","1","6","0","0.0","0.19","N"
"20","10385209","3","1","1","3","1","5.0","0","N"
"0","0","26","2","1","1","1","4.0","0","N"
"573","934452900","3","2","1","6","0","1.0","0.12","N"
"569","1076336323","26","5","2","3","0","0.5","0","N"
"700","1023325475","5","10","4","1","0","1.0","0.08","N"
"1184","1156592834","21","12","4","7","1","0.5","0","N"
"79","137011000","23","9","3","3","0","0.0","0","N"
"682","2358170799","22","9","3","2","0","1.0","0.1","N"
"532","897290000","23","8","3","1","0","1.5","0","N"
"3","4000000","28","12","4","7","1","2.5","0","N"
"520","745572000","15","3","1","7","1","2.0","0","N"
"58","132929649","22","1","1","1","0","0.5","0","N"
"434","524466253","2","7","3","6","1","4.0","0","N"
"387","850045474","18","11","4","1","0","0.5","0.06","N"
"298","611000197","14","11","4","4","0","0.1","0","N"
"904","1419284201","19","4","2","7","1","0.5","0","N"
"381","456273000","15","11","4","5","0","1.0","0.04","N"
"436","806074361","17","12","4","3","0","0.5","0.29","N"
"795","2251046459","5","7","3","2","0","1.0","0.25","N"
"191","572397496","24","10","4","6","0","0.0","0.26","N"
"49","70224000","1","8","3","7","1","4.0","0","N"
"63","129750000","2","6","2","3","0","1.0","0","N"
"364","384311000","12","10","4","7","1","0.5","0","N"
"690","1820499992","12","9","3","6","0","2.0","0.11","N"
"143","557869964","12","1","1","6","1","2.5","0","N"
"726","942629002","30","9","3","3","0","4.0","0.39","N"
"242","494167267","29","5","2","6","0","3.0","0.3","N"
"340","927980618","19","11","4","3","0","2.0","0","N"
"609","1143282916","6","5","2","4","0","1.0","0","N"
"298","606011689","19","3","1","4","0","0.1","0.05","N"
"93","138217000","1","3","1","7","1","3.0","0","N"
"276","491890277","24","8","3","2","0","3.0","0.27","N"
"30","57250000","20","11","4","4","0","1.5","0","N"
"852","1405007055","28","7","3","4","0","1.5","0.25","N"
"436","855554840","23","2","1","5","0","1.5","0.08","N"
"81","73222000","21","1","1","7","1","3.0","0","N"
"336","551058000","26","10","4","7","1","0.1","0","N"
"552","846466056","11","11","4","2","0","1.5","0.06","N"
"17","4116000","3","1","1","3","1","5.0","0","N"
"779","1730853228","24","10","4","5","0","0.0","0.33","N"
"401","877261975","12","10","4","1","0","0.5","0.14","N"
"365","573672000","5","4","2","7","1","2.0","0","N"
"432","1293498372","27","7","3","3","0","0.5","0.31","N"
"375","558929968","9","10","4","4","0","0.5","0","N"
"3","2700000","8","10","4","4","1","3.0","0","N"
"249","489281757","25","11","4","1","0","0.0","0","N"
"602","680245002","7","2","1","3","0","0.1","0.05","N"
"119","334801000","20","1","1","6","0","1.5","0","N"
"200","412167000","9","11","4","6","0","3.0","0","N"
"376","423449935","4","10","4","6","0","3.0","0.1","N"
"655","1201408893","24","10","4","5","0","0.0","0.12","N"
"499","775791909","2","11","4","7","1","1.0","0","N"
"1069","2176822126","27","5","2","4","0","0.5","0.07","N"
"591","1364095934","18","12","4","3","0","0.1","0.26","N"
"781","1678276092","3","6","2","4","0","1.5","0.2","N"
"923","1136346060","25","2","1","7","1","2.5","0","N"
"67","137826000","20","4","2","1","0","0.0","0","N"
"730","1867692818","5","11","4","3","0","1.0","0.18","N"
"247","317337342","18","11","4","2","0","0.5","0","N"
"791","1396491806","12","1","1","5","1","2.5","0","N"
"517","848660874","23","11","4","7","1","1.5","0","N"
"364","900841229","19","7","3","2","0","0.1","0.14","N"
"756","1291782000","15","12","4","7","1","2.0","0","N"
"190","251388000","18","1","1","4","0","1.0","0.02","N"
"638","685479482","5","10","4","7","1","1.0","0","N"
"402","515095144","17","6","2","4","0","1.0","0.29","N"
"187","514720067","28","10","4","3","0","1.5","0","N"
"35","28160000","7","10","4","3","0","1.5","0.15","N"
"369","682423000","6","1","1","7","1","1.0","0","N"
"385","809552623","6","10","4","2","0","0.5","0.17","N"
"875","1453610989","28","11","4","5","0","1.5","0.32","N"
"326","419009000","18","10","4","7","1","0.0","0","N"
"672","1775800327","16","12","4","1","0","0.5","0.1","N"
"578","1177017987","13","11","4","3","0","0.5","0.09","N"
"902","1986568926","29","12","4","1","1","3.5","0","N"
"80","115917572","11","11","4","1","0","2.0","0.02","N"
"26","48310000","23","10","4","5","0","1.0","0.12","N"
"501","537839000","18","2","1","7","1","2.0","0","N"
"514","954675580","19","9","3","6","1","3.0","0","N"
"333","535409811","9","12","4","1","0","0.0","0.07","N"
"364","332224901","8","3","1","7","1","1.5","0","N"
"103","273510000","8","1","1","1","0","0.0","0.05","N"
"436","863194272","30","3","1","1","0","3.0","0.04","N"
"772","1574421999","9","5","2","7","1","0.1","0","N"
"104","188150000","1","11","4","5","0","3.0","0","N"
"0","0","3","1","1","3","1","5.0","0","N"
"717","2031972484","25","12","4","3","0","1.0","0.02","N"
"652","1062983985","7","3","1","6","0","0.5","0.33","N"
"165","296068000","19","5","2","3","0","1.5","0","N"
"95","129970000","13","1","1","7","1","4.0","0.06","N"
"431","1060633000","9","10","4","4","0","0.5","0","N"
"321","357464196","1","3","1","7","1","3.0","0","N"
"720","1262246556","6","11","4","3","0","0.1","0.27","N"
"713","1190717909","18","7","3","1","0","0.1","0.03","N"
"116","171170000","2","6","2","3","0","1.0","0","N"
"758","1081151978","27","8","3","5","0","1.5","0.09","N"
"551","608058567","8","1","1","1","0","0.0","0.05","N"
"379","493842000","9","1","1","3","0","0.5","0","N"
"278","418408000","13","3","1","5","1","4.0","0","N"
"342","757519813","13","6","2","7","1","1.0","0","N"
"413","865150098","27","12","4","5","0","1.5","0","N"
"453","1027593000","18","8","3","3","0","2.0","0.27","N"
"8","38216000","12","10","4","7","1","0.5","0","N"
"59","20796117","6","10","4","2","0","0.5","0","N"
"560","1550390604","7","9","3","1","0","2.0","0.28","N"
"522","1382609551","17","5","2","1","0","2.0","0.26","N"
"297","895506887","10","2","1","6","0","1.5","0.31","N"
"326","536488484","16","12","4","1","0","0.5","0","N"
"586","1372310717","30","10","4","4","0","3.0","0.22","N"
"303","544975333","13","11","4","4","0","0.5","0.11","N"
"516","1726413533","20","2","1","2","0","0.0","0","N"
"378","863078315","17","1","1","3","0","1.0","0.06","N"
"536","960893638","19","10","4","1","0","0.0","0.01","N"
"461","845672624","9","4","2","4","0","0.5","0.15","N"
"620","1855883187","9","12","4","1","0","0.0","0.32","N"
"529","837067768","2","7","3","6","1","4.0","0","N"
"805","2670487338","13","2","1","2","0","1.5","0.33","N"
"364","1426459774","19","5","2","3","0","1.5","0.38","N"
"454","578531500","1","7","3","5","0","3.0","0.05","N"
"530","646715450","19","1","1","5","0","1.0","0.01","N"
"788","1190520323","25","5","2","2","0","3.0","0.05","N"
"404","955241666","23","8","3","1","0","1.5","0","N"
"506","785394380","30","3","1","1","0","3.0","0.1","N"
"650","933230066","5","3","1","4","0","0.1","0","N"
"590","586427530","5","11","4","2","0","1.0","0.14","N"
"431","656837113","15","1","1","1","0","0.1","0","N"
"446","1127047010","2","12","4","1","0","0.5","0.29","N"
"695","1130444644","26","11","4","3","0","0.5","0.02","N"
"241","187139000","17","10","4","5","0","0.5","0","N"
"927","2313698665","15","7","3","5","0","0.5","0.37","N"
"284","514188100","8","11","4","5","0","1.5","0.05","N"
"223","381094401","13","3","1","5","1","4.0","0","N"
"365","838343952","27","12","4","5","0","1.5","0.04","N"
"725","2037328250","21","4","2","2","0","0.0","0.38","N"
"229","384703252","12","8","3","4","0","1.5","0.24","N"
"790","1506570000","17","7","3","7","1","2.0","0","N"
"64","103517000","19","4","2","7","1","0.5","0","N"
"375","461685233","1","8","3","7","1","4.0","0","N"
"408","1138093946","2","6","2","3","0","1.0","0.19","N"
"819","1330322267","1","2","1","4","0","3.0","0.11","N"
"243","379495925","15","11","4","6","0","1.0","0.06","N"
"558","581480246","12","5","2","3","0","0.0","0.03","N"
"570","1410137811","14","8","3","6","0","1.0","0.12","N"
"59","50182430","19","9","3","6","1","3.0","0","N"
"285","266632000","12","2","1","1","1","4.0","0","N"
"630","850438656","14","5","2","5","0","1.0","0.02","N"
"790","1456376812","28","11","4","4","0","1.5","0.14","N"
"551","789408506","1","11","4","6","0","3.0","0.05","N"
"342","551023227","16","12","4","1","0","0.5","0","N"
"382","662931933","6","5","2","4","0","1.0","0.04","N"
"21","9770000","30","5","2","7","1","3.0","0","N"
"428","443599899","12","9","3","6","0","2.0","0.04","N"
