Date,ATM_ID,Total_Of_Transactions,Total_Of_Services,Total_Of_Bills,Total_Of_Transfers,Total_Of_Dispenses,HSuperviser,No_Service
1394/04/10,3053,563,5505000,4327000,1348560100,244800000,0.2,0.87
1394/04/10,3054,647,12026957,1813000,782635579,290500000,0.33,1.38
1394/04/10,3055,860,3686613,2887000,982782809,384000000,0.38,1.63
1394/04/10,3056,443,8194231,1614000,1018601000,199400000,0.12,0.5
1394/04/10,3057,540,0,4193000,751355000,208200000,0.04,0.21
1394/04/10,3058,564,24510000,4250000,722495316,207500000,0,0
1394/04/10,3059,525,14075469,3876000,703347000,163400000,0.08,0.75
1394/04/10,3060,565,19954162,28238000,1384903267,191400000,0.16,23.71
1394/04/10,3061,493,44090770,77947000,469594321,138300000,0.25,1.04
1394/04/10,3062,610,4149087,5304000,1518850048,229400000,0.54,2.29
1394/04/10,2474,265,12698094,1749000,325350000,75600000,0.21,0.92
1394/04/10,2264,75,0,190000,85690215,22300000,0,0
1394/04/10,2277,368,22840000,5111000,666840000,120600000,0.25,1.04
1394/04/10,1809,499,3915416,5293000,536983642,161800000,0.06,0.29
1394/04/10,1810,353,5571755,740000,674500000,113400000,0.15,0.63
1394/04/11,1811,638,19814784,11987000,581580649,147900000,0.26,3.29
1394/04/11,1818,456,0,2997000,595287284,173300000,0.08,3.37
1394/04/11,1876,544,45889022,1679000,839944600,198300000,0,0
1394/04/11,2308,610,2000000,5117000,1162400002,193950000,0.22,29.09
1394/04/11,3709,333,23633336,1529000,963905000,128300000,0.05,5.38
1394/04/11,3710,518,9882514,717000,985530000,187650000,0.63,8.37
1394/04/11,3711,394,51887858,11016000,1253730000,131700000,0.04,0.17
1394/04/11,3712,515,4765239,17612000,793405321,161400000,0.34,1.42
1394/04/11,3713,549,15171874,13176000,854872000,170250000,0.38,1.63
1394/04/11,3714,602,0,4248000,1211024992,272000000,0.06,0.29
1394/04/11,4252,175,0,3235000,185750000,81000000,0,0
1394/04/11,4433,599,4946675,2587000,229466732,313300000,0.2,0.83
1394/04/11,4434,360,3276498,450000,334410000,137100000,0,0.54
1394/04/11,4435,657,9939110,7781000,832168945,211450000,0,0
1394/04/11,4554,126,0,20673000,69420000,44100000,0.01,0.08
1394/04/11,3715,255,1119331,1331000,295620000,114100000,0.13,0.62
1394/04/11,3716,513,0,1637000,678518321,176150000,0.12,6.71
1394/04/11,3717,609,3081960,900000,546525000,278800000,0.2,0.83
1394/04/11,3785,127,1189497,2435000,141115625,35800000,0,0.13
1394/04/11,3786,225,0,6868000,355570000,71600000,0.67,9.96
1394/04/11,3230,562,1880320,2655000,744760000,219900000,0,0
1394/04/11,2503,773,9315210,1904000,481795000,247550000,0.33,1.63
1394/04/11,2504,783,1750000,2277000,2040687005,329500000,0.79,3.29
1394/04/11,1739,491,14058777,867000,1052677000,186200000,0,0
1394/04/11,1740,898,11256985,3684000,736045000,316600000,0.05,3.92
1394/04/11,1741,532,8402169,3639000,630755000,173100000,0.02,0.08
1394/04/11,1742,880,2218581,8785000,1855448000,349600000,0.46,2.09
1394/04/11,1743,500,13059960,2193000,615385773,156350000,0.17,32.21
1394/04/11,1744,552,3923310,2690000,1013151745,201800000,0.12,0.71
1394/04/11,1745,525,7287706,4050000,467240219,200100000,0.78,4.17
1394/04/11,1746,620,3500000,256000,576356001,301050000,1.05,5.42
1394/04/11,1747,601,11095618,2399000,1239871684,198300000,0,0
1394/04/11,1748,583,14321763,1270000,1619515321,208300000,0,0
1394/04/11,2330,442,9036470,1415000,747429913,193600000,0.17,0.88
1394/04/11,2331,866,25766530,1791000,747015000,335100000,0.09,0.51
1394/04/11,2332,553,16668855,1042000,852036716,197800000,0.3,1.42
1394/04/11,2333,699,0,7675000,1214520642,293800000,0.52,8.58
1394/04/11,3231,243,1386613,4401000,397551000,66400000,0.07,0.79
1394/04/11,3232,506,7008165,3635000,479226000,172600000,0.02,1.54
1394/04/11,3233,523,2593328,3540000,672040000,266400000,0.55,3.54
1394/04/11,3234,473,4889826,10034000,502388518,158250000,0.13,30.67
1394/04/11,3235,505,5228351,10355000,1100589000,218000000,0,0
1394/04/11,3554,90,0,4298000,70500000,28850000,0,0
1394/04/11,3787,256,0,3229000,341430000,118050000,2.33,9.92
1394/04/11,3788,328,0,5104000,418605000,139900000,0.51,9.63
1394/04/11,3789,107,0,35000,255600000,10350000,0,1.46
1394/04/11,3790,78,0,579000,123096000,57700000,0,0
1394/04/11,3792,385,70852185,1833000,616605000,142600000,0.04,0.17
1394/04/11,4015,35,2705336,340000,42613900,6400000,0,0.08
1394/04/11,4203,286,1527618,849000,331240000,119300000,0.21,1.01
1394/04/11,4337,461,11506301,5135000,1486681563,189950000,0,0
1394/04/11,4733,19,0,0,56500000,9400000,0,0.17
1394/04/11,4528,693,5663726,1936000,1019478600,295300000,0.55,2.29
1394/04/11,4529,823,2447738,5025000,862565642,359450000,0.27,2
1394/04/11,4540,151,0,4919000,124468000,39500000,0,0
1394/04/11,4541,154,3500000,1433000,233524642,56750000,0,0
1394/04/11,4594,243,1590000,1814000,525937000,76100000,0.04,0.17
1394/04/11,4595,367,6923226,2186000,968796000,120950000,0.13,0.58
1394/04/11,4431,347,2686613,1597000,288600000,158750000,0.01,0.08
1394/04/11,4432,454,4173820,3178000,673972405,175400000,0.03,0.17
1394/04/11,3901,118,0,70000,226105000,48600000,0,0
1394/04/11,3902,131,560000,1922000,77134000,32600000,0.04,0.17
1393/10/30,4594,248,10013702,6596000,312017343,66850000,0.03,0.13
1393/10/30,4595,248,4604804,7704000,280500471,78100000,0,4.71
1393/10/30,4596,175,8752980,1695000,84424000,61200000,0,0.04
1393/10/30,4528,669,8434407,3133000,730423736,216300000,0,10.63
1393/10/30,4529,608,8362073,3163000,771289447,234900000,0.03,1.54
1393/10/30,4540,191,0,8430000,204050000,40650000,0,0.08
1393/10/30,4541,192,1667211,1988000,391624678,38850000,0,10.83
1393/10/30,4554,228,0,5084000,241345000,93050000,0,5.05
1393/10/30,4432,376,0,3860000,686226128,125500000,0.01,29.71
1393/10/30,4433,364,9308413,648000,274960000,187300000,0.31,1.33
1393/10/30,4434,462,7566777,506000,313901403,216100000,0.12,0.5
1393/10/30,4435,603,6266409,1287000,865741679,226000000,0.59,2.46
1393/10/30,4431,241,690000,1799000,198790000,82700000,0.53,4.04
1393/10/30,4337,492,3310000,2042000,2038601956,147750000,0.09,0.38
1393/10/30,4203,161,14882045,314000,100650000,64000000,0.12,0.58
1393/10/30,4015,91,7614941,8673000,65457674,25650000,0,0.04
1393/10/30,3901,48,0,20000,34240000,12000000,0,7.92
1393/10/30,3902,231,6389281,5307000,202271000,62100000,0,0
1393/10/30,3785,168,6070000,3993000,111520190,71300000,0,0
1393/10/30,3786,238,5131489,3445000,344370000,83800000,0.01,4.21
1393/10/30,3787,288,2100000,2984000,235615190,112700000,0.06,0.25
1393/10/30,3788,293,2557200,2824000,339274231,142600000,0.06,0.25
1393/10/30,3789,123,0,999000,359240000,34750000,0.04,0.21
1393/10/30,3790,22,0,286000,0,10000000,0,0
1393/10/30,3792,376,0,4681000,478297937,168450000,0.07,0.67
1393/10/30,3709,349,27617730,3577000,931071926,101800000,0.21,0.92
1393/10/30,3710,458,5532754,1469000,719083320,165300000,0.07,7.71
1393/10/30,3711,354,21776761,453000,622195966,111200000,0.05,0.21
1393/10/30,3712,404,3070000,2766000,649709120,121100000,0.18,0.83
1393/10/30,3713,481,58187509,1771000,395334214,127350000,0.1,31.42
1393/10/30,3714,540,8899499,4369000,849483883,237400000,0.03,0.13
1393/10/30,3715,219,6826613,369000,366997436,93700000,0.02,0.08
1393/10/30,3716,550,10673201,7752000,971786150,154700000,0.11,0.46
1393/10/30,3717,437,4950000,5138000,462445030,175100000,0,0
1393/10/30,3554,104,2621809,1385000,89040000,29600000,0,11.5
1393/10/30,3442,302,24880127,3730000,871226950,62800000,0,33.13
1393/10/30,3443,320,8216586,1667000,257872640,110050000,0,0.38
1393/10/30,3444,372,7245671,22871000,329538563,101200000,0.02,0.08
1393/10/30,3446,510,20640911,5023000,536255768,197500000,0.23,34.58
1393/10/30,3254,320,20311766,740000,751641783,84550000,0.04,0.67
1393/10/30,3229,430,26130321,1549000,861006248,128700000,0.83,6.25
1393/10/30,3230,544,20586317,2952000,1026024145,192900000,0.58,2.42
1393/10/30,3231,329,18268212,3833000,396757700,115100000,0,0
1393/10/30,3232,465,66850786,12169000,757208214,103550000,0.23,5.71
1393/10/30,3233,492,9784819,3057000,454962357,245600000,0,2.96
1393/10/30,3234,405,8035709,4088000,461943493,155100000,0.03,2.71
1393/10/30,3235,525,3120000,10460000,514935000,296600000,0.94,6.17
1393/10/30,3047,489,6916163,1839000,820002899,172400000,0.03,6.05
1393/10/30,3048,566,1950000,2840000,632860634,209000000,0.03,0.13
1393/10/30,3049,475,13349846,2506000,691783652,180400000,0.02,0.08
1393/10/30,3050,525,28185005,5975000,1475240012,171400000,0.05,5.92
1393/10/30,3051,586,13548655,5640000,1129622062,223500000,0.22,1.3
1393/10/30,3052,192,37976621,707000,244457000,72900000,0.23,14.29
1393/10/30,3053,571,4417746,26817000,879824671,262450000,0.39,1.63
1393/10/30,3054,533,3337411,4418000,666795000,223700000,0.27,1.13
1393/10/30,3055,638,22533938,14897000,570909584,258400000,0.29,1.75
1393/10/30,3056,434,3819363,1937000,720544838,158000000,0.15,0.63
1393/10/30,3057,428,7312634,3814000,866657365,140200000,0.12,0.71
1393/10/30,3058,557,6306287,960000,699858869,249500000,0.53,2.21
1393/10/30,3059,564,34339939,2446000,396950000,202250000,0.15,0.63
1393/10/30,3060,600,29321626,8536000,601875711,210050000,0.56,2.71
1393/10/30,3061,399,46416162,2306000,360611626,95750000,0.31,28.75
1393/10/30,3062,482,21241562,4893000,876428095,195500000,0.29,1.25
1393/10/30,2737,379,6454666,340000,802158741,140500000,0.26,1.08
1393/10/30,2738,423,24126446,2042000,868964994,167800000,0,0.29
1393/10/30,2739,311,8092161,1546000,607293362,80000000,0.54,2.25
1393/10/30,2740,512,8989245,2489000,696373153,192500000,0.48,2.42
1393/10/30,2503,687,24317075,2608000,494279268,209200000,0.36,1.5
1393/10/30,2504,614,6569234,2190000,1779518336,267200000,0.01,0.96
1393/10/30,2526,413,3288887,2022000,451754155,163700000,0.43,1.79
1393/10/30,1741,506,8766613,3724000,517894469,162300000,0.07,0.29
1393/10/30,1969,375,5308169,1355000,532152639,110450000,0.2,1.13
1393/10/30,1748,532,15595853,4688000,993562950,171700000,0,2.96
1393/10/30,1745,582,5272617,764000,485418563,256000000,0.66,2.79
1393/10/30,1746,539,2555234,531000,1146239300,239900000,0.83,3.46
1393/10/30,1743,405,3150000,3731000,252334216,125500000,0.35,2
1393/10/30,1740,796,25854844,3021000,786371008,290600000,0.24,2.08
1393/10/30,1742,698,2213333,8577000,1313301039,246900000,0.03,13.34
1393/10/30,1747,553,30232275,3433000,777221067,159600000,0.22,1.13
1393/10/30,1962,579,4844723,5125000,847271177,198500000,0.1,8.71
1393/10/30,1744,489,3540000,44724000,717167887,188800000,0.28,1.17
1393/10/30,1739,363,2210000,1100000,266754004,147900000,0.52,3.34
1393/10/30,1959,303,6140000,2412000,231917000,166800000,0.19,0.79
1393/10/30,1951,476,10707733,3928000,522158711,194900000,0.12,0.54
1393/10/30,1953,444,48786620,5768000,717940981,142300000,0.17,0.75
1393/10/30,1957,579,14202913,4226000,609992514,203300000,0.31,1.33
1393/10/30,1958,357,0,3440000,895435581,117800000,0.02,0.08
1393/10/30,1818,182,0,2063000,197187760,52100000,0.53,2.21
1393/10/30,1811,477,18802464,6027000,503733262,136050000,0.17,4.63
1393/10/30,1949,605,5160000,3657000,876518637,246800000,0.42,1.92
1393/10/30,1960,443,1700000,252000,865937980,183950000,0.08,8.13
1393/10/30,1961,466,0,9083000,587543551,162450000,0.25,1.12
1393/10/30,1971,592,16837453,3934000,1081022979,218300000,0.06,1.33
1393/10/30,1966,652,3060000,5824000,1220811200,319500000,0.05,30.17
1393/10/30,1968,598,0,9316000,1172295017,268050000,0.7,3.09
1393/10/30,1970,408,5433684,1350000,495262920,139700000,0.09,1.17
1393/10/30,1963,737,9087234,5182000,1446816330,265500000,0.23,1.04
1393/10/30,1965,552,19968879,530000,721210000,198000000,0.06,27.96
1393/10/30,1876,660,57591102,10184000,506788057,174300000,0.15,0.63
1393/10/30,1964,473,9686393,977000,423153241,158650000,0.27,1.76
1393/10/30,1950,401,8841673,260000,658995533,152050000,0.09,12.55
1393/10/30,1954,381,7765054,10236000,424620529,120800000,0.4,2.05
1393/10/30,1810,287,8716493,437000,451234231,106400000,0.48,2.04
1393/10/30,1955,473,29018101,7603000,579852754,167600000,0.06,3.5
1393/10/30,1952,445,10130000,892000,436900000,126700000,0.39,1.63
1393/10/30,2331,648,53254620,1596000,543460514,215550000,0.41,2.34
1393/10/30,2332,382,19896963,19297000,456718164,131900000,0.17,0.71
1393/10/30,2334,573,19656151,2833000,638137686,235600000,0.18,0.75
1393/10/30,2330,424,12788123,4268000,912336084,131400000,0.47,16.92
1393/10/30,2277,359,2731658,4253000,496442108,99000000,0.24,1
1393/10/30,2333,553,1393793,8559000,561654342,229600000,0.18,0.75
1393/10/30,2308,559,1700000,3710000,930336557,195450000,0.32,1.33
1393/10/30,2264,33,0,37000,77456300,5900000,0,0
1393/10/30,2474,307,31248716,4957000,358836362,63200000,0.07,0.29
1393/10/30,1809,591,4480000,7591000,726271863,204300000,0.1,0.42
1393/10/29,2526,594,2900000,2880000,894565486,211600000,0.46,1.92
1393/10/29,2503,787,38040892,1531000,520313809,184200000,0.67,15.75
1393/10/29,2504,822,2370000,5380000,1414684093,275500000,0.01,0.79
1393/10/29,4594,254,8810157,6961000,124550711,87700000,0.56,2.62
1393/10/29,4595,322,0,4412000,582491000,89050000,0.07,34.71
1393/10/29,4596,205,2440000,1832000,83730000,68300000,0.13,1.29
1393/10/29,4528,951,9076483,10624000,980040071,344600000,0.33,1.38
1393/10/29,4529,861,7353516,4097000,887023626,301800000,0.05,0.25
1393/10/29,4540,211,11841586,10383000,229798072,58300000,0,0
1393/10/29,4541,106,0,158000,39602938,48950000,0.19,0.79
1393/10/29,4554,269,900000,4905000,349034000,121350000,0,0
1393/10/29,4431,340,9528363,1171000,245280000,124900000,0,0
1393/10/29,4432,470,0,3301000,808177492,164100000,0.36,1.5
1393/10/29,4433,253,2288712,440000,418810000,115800000,0.24,1.17
1393/10/29,4434,380,5275106,942000,304725198,136900000,0.12,0.5
1393/10/29,4435,688,11088493,1556000,892568218,211150000,0,0
1393/10/29,4337,606,42546402,6875000,1381496268,184500000,0.01,0.04
1393/10/29,4203,162,6460380,544000,213650000,66100000,0.02,0.13
1393/10/29,4015,58,1935388,1297000,65861000,8700000,0,0
1393/10/29,3901,68,0,50000,156450000,26000000,0,0
1393/10/29,3902,189,7092000,3751000,203300000,69200000,0,0
1393/10/29,3785,201,2512822,2722000,215685000,74000000,0,0
1393/10/29,3786,249,0,1411000,353850000,86200000,0.31,1.29
1393/10/29,3787,287,3610752,5943000,243573000,110000000,0.38,1.58
1393/10/29,3788,281,0,642000,446309031,107200000,0,11.13
1393/10/29,3789,141,0,463000,517510000,34050000,0,18.92
1393/10/29,3790,25,0,50000,38800000,12750000,0,0
1393/10/29,3792,420,3468738,2215000,498733000,174800000,0.1,0.42
1393/10/29,3709,364,47476583,2781000,617664740,114300000,0.11,5.92
1393/10/29,3710,679,20938457,4926000,1025236404,228300000,0.16,2.5
1393/10/29,3711,480,19054801,3458000,648977582,139650000,0.06,0.29
1393/10/29,3712,579,11541829,16652000,819579000,144650000,0.23,1.04
1393/10/29,3713,429,38376011,1679000,387212874,119950000,0.33,49.91
1393/10/29,3714,539,1400000,1758000,1610556407,213700000,0.23,35.96
1393/10/29,3715,259,5690797,691000,245873141,88100000,0.52,2.17
1393/10/29,3716,660,2499999,21370000,1809901229,178200000,0.21,2.54
1393/10/29,3717,625,8185091,9546000,758816484,247800000,0.27,1.13
1393/10/29,3554,119,0,1904000,67510000,41300000,0,0
1393/10/29,3442,311,7622475,988000,601831770,106600000,0,24.79
1393/10/29,3443,392,4430000,5843000,415820000,121900000,0,0
1393/10/29,3444,292,9925611,6429000,260845147,79900000,0.24,1
1393/10/29,3446,627,11010871,55828000,1032673504,144850000,0,32.46
1393/10/29,3254,407,12755232,1090000,492265112,117350000,0,6.25
1393/10/29,3229,672,20432207,4064000,959150862,194050000,0,0
1393/10/29,3230,807,20095564,9667000,637874446,311400000,0,0.17
1393/10/29,3231,407,23150330,1734000,473157000,104800000,0.39,1.63
1393/10/29,3232,610,72636949,3189000,547559345,138250000,0.25,1.12
1393/10/29,3233,526,6586013,8371000,702783000,184700000,0.23,0.96
1393/10/29,3234,536,2197695,1567000,581690000,211000000,0.05,0.21
1393/10/29,3235,520,0,5041000,639895000,223300000,0.23,1.58
1393/10/29,3059,436,12558392,626000,412728000,131200000,0.01,1.75
1393/10/29,3060,833,47351000,3553000,1038680475,238650000,0.18,0.75
1393/10/29,3061,514,33472032,2373000,445386839,131750000,0.47,1.96
1393/10/29,3062,628,13517244,2786000,1383396175,235100000,0.15,1.05
1393/10/29,3047,710,6135295,3070000,595926819,224300000,0.02,0.29
1393/10/29,3048,654,5884863,5216000,701090607,220900000,0.04,0.25
1393/10/29,3049,681,47730525,6083000,646325114,209350000,0,0
1393/10/29,3050,638,21047720,14252000,1196950347,195800000,0.07,0.29
1393/10/29,3051,856,30144218,17317000,1302758249,274100000,0.18,0.75
1393/10/29,3052,253,6743333,480000,260300000,80850000,0.43,1.79
1393/10/29,3053,753,16954341,8707000,1244799987,319550000,0.52,2.59
1393/10/29,3054,678,37954023,9112000,692387119,225700000,0.24,1
1393/10/29,3055,915,44154118,2566000,812770469,335500000,0.22,0.96
1393/10/29,3056,481,38713310,5774000,961037000,177700000,0.01,0.04
1393/10/29,3057,592,8597047,7066000,774450091,198400000,0.06,0.29
1393/10/29,3058,660,14799130,1101000,698113262,205850000,0.29,1.21
1393/10/29,2737,469,3836338,730000,976564384,173500000,0.35,1.46
1393/10/29,2738,496,34608261,41557000,535433494,158200000,0.21,0.88
1393/10/29,2739,342,8103608,3488000,492678082,94100000,0,0
1393/10/29,2740,872,12731533,6290000,1091741313,334200000,0.25,1.04
1393/10/29,1739,527,16323809,1033000,922057072,146650000,0.21,0.88
1393/10/29,1747,694,32573090,4258000,891302140,231600000,0.2,1.16
1393/10/29,1740,992,36492518,2031000,931055202,344700000,0.12,1.83
1393/10/29,1743,527,14972723,2789000,481436745,180100000,0.37,1.54
1393/10/29,1876,754,52511039,12635000,758725019,237900000,0.04,0.17
1393/10/29,1742,840,13123279,7759000,1765851954,335550000,0.69,27.92
1393/10/29,1811,404,34735479,1919000,541282491,86050000,0.29,4.59
1393/10/29,1746,777,4952837,2650000,1519321597,304600000,0.61,3.16
1393/10/29,1748,615,7075000,2158000,1159847531,218800000,0.28,1.17
1393/10/29,1741,681,12308025,2620000,935828511,193350000,0.05,1.25
1393/10/29,1809,778,8182331,8463000,880051762,264300000,0.06,1.96
1393/10/29,1744,657,8536783,8869000,675082293,193200000,0.19,0.83
1393/10/29,1960,592,3692169,4913000,847400416,231250000,0.56,2.33
1393/10/29,1949,808,6530000,3270000,1018296000,292020000,0,8.54
1393/10/29,1951,560,44936441,4483000,460736165,179500000,0.08,0.38
1393/10/29,1968,754,4855233,4660000,1166876604,327700000,0.01,0.08
1393/10/29,1952,524,17752843,1204000,456340990,139300000,0,0
1393/10/29,1745,547,7291200,1056000,602183067,213200000,0.76,7.63
1393/10/29,1810,391,5898493,790000,325380000,145600000,0.08,0.33
1393/10/29,1950,569,14874743,881000,920545612,205650000,0.13,0.83
1393/10/29,1964,592,5868620,2903000,742258452,202200000,0.54,2.29
1393/10/29,1965,809,9379182,1109000,953444757,280400000,0.5,2.96
1393/10/29,1966,738,0,6145000,1044613871,293000000,0.37,18.75
1393/10/29,1954,456,16324153,3133000,312697517,111000000,0.03,0.26
1393/10/29,1963,904,11460000,5909000,1763666593,343300000,0.22,2.04
1393/10/29,1970,507,18690309,4569000,594263320,158050000,0.1,0.63
1393/10/29,1955,778,23097416,4408000,960642599,304900000,0.4,2
1393/10/29,1958,316,2670375,2117000,845545683,96500000,0,0.21
1393/10/29,1961,520,0,3440000,844497063,159700000,0.03,1.38
1393/10/29,1962,618,2240182,3978000,941401965,232600000,0.08,7.09
1393/10/29,1969,428,4906898,1493000,463607387,153200000,0,0
1393/10/29,1957,436,6590000,7132000,687519616,135500000,0.24,19.92
1393/10/29,2277,365,11491724,7822000,464951068,102800000,0.25,1.04
1393/10/29,1953,562,14179940,5655000,737360135,171100000,0.22,0.92
1393/10/29,1959,262,8969209,1435000,225140000,104600000,0.2,1.46
